Latitude,Longitude
13.44784,77.7357
13.44814,77.73574
13.44818,77.73575
13.44896,77.73597
13.45006,77.7364
13.45021,77.73646
13.45089,77.7367
13.45148,77.73691
13.45172,77.73701
13.45241,77.73726
13.45304,77.73751
13.45361,77.73773
13.45421,77.73796
13.45462,77.73811
13.45515,77.73833
13.45591,77.73862
13.45624,77.73874
13.4564,77.7388
13.45659,77.73887
13.45663,77.73889
13.45693,77.73899
13.45752,77.73921
13.45819,77.73946
13.45894,77.73976
13.45921,77.73986
13.46021,77.74024
13.4603,77.74027
13.46135,77.74069
13.46235,77.74109
13.4633,77.74145
13.46363,77.74159
13.46432,77.74184
13.46505,77.74212
13.46588,77.74242
13.46709,77.7429
13.46807,77.74328
13.469,77.74364
13.47033,77.74414
13.471,77.74439
13.47185,77.74473
13.47267,77.74503
13.47346,77.74534
13.47374,77.74545
13.47449,77.74574
13.47514,77.746
13.47592,77.7463
13.47659,77.74656
13.47702,77.74673
13.47745,77.74689
13.47864,77.74734
13.47963,77.74773
13.47988,77.74784
13.4801,77.74793
13.4819,77.74863
13.4825,77.74888
13.48297,77.74906
13.48571,77.75021
13.4863,77.75047
13.48804,77.75116
13.48922,77.75164
13.48979,77.75189
13.49101,77.7524
13.49153,77.75261
13.49226,77.7529
13.49271,77.75309
13.49379,77.75355
13.49569,77.75434
13.49635,77.75461
13.49781,77.75522
13.49833,77.75541
13.50134,77.75663
13.50174,77.75678
13.50327,77.75742
13.50468,77.75797
13.50552,77.75831
13.50923,77.75985
13.50973,77.76004
13.51104,77.76061
13.51111,77.76064
13.51125,77.7607
13.51137,77.76074
13.51206,77.76102
13.51245,77.76119
13.51257,77.76124
13.51276,77.76131
13.51345,77.76163
13.51393,77.76188
13.51396,77.7619
13.51479,77.76244
13.51523,77.76272
13.51607,77.7633
13.51668,77.76377
13.51701,77.764
13.5174,77.76423
13.51778,77.7644
13.51814,77.76453
13.51866,77.76469
13.51921,77.76478
13.52098,77.76486
13.52108,77.76487
13.52175,77.76491
13.5223,77.76494
13.5229,77.76497
13.52452,77.76505
13.52534,77.7651
13.52617,77.76513
13.52744,77.76521
13.52871,77.7653
13.52935,77.76534
13.53,77.76537
13.53061,77.76542
13.53099,77.76543
13.53115,77.76545
13.53139,77.76547
13.53172,77.76552
13.53202,77.76559
13.53233,77.76568
13.53298,77.76592
13.533,77.76593
13.53362,77.76625
13.53494,77.76697
13.53562,77.76732
13.53625,77.76765
13.53717,77.76817
13.5405,77.76992
13.54294,77.77123
13.54344,77.77151
13.54416,77.77187
13.54579,77.77279
13.54802,77.77405
13.55118,77.77578
13.55246,77.77644
13.5535,77.77699
13.55399,77.7772
13.55434,77.77733
13.55493,77.77749
13.55568,77.7776
13.55629,77.77769
13.55685,77.7778
13.55823,77.77803
13.55916,77.77819
13.5615,77.77859
13.56327,77.77888
13.5638,77.77896
13.56635,77.77941
13.56967,77.78005
13.57033,77.78019
13.57441,77.7809
13.57703,77.7814
13.57712,77.78141
13.57733,77.78146
13.5801,77.78197
13.58091,77.78211
13.58192,77.78232
13.58367,77.78267
13.58413,77.78275
13.58475,77.78286
13.58645,77.78317
13.58683,77.78324
13.58788,77.78342
13.58856,77.78357
13.58878,77.78363
13.59198,77.78438
13.59481,77.78506
13.59602,77.78533
13.59611,77.78535
13.60198,77.78666
13.6087,77.78815
13.6092,77.78828
13.61595,77.78964
13.62141,77.79062
13.62324,77.79091
13.62447,77.79108
13.62679,77.79131
13.62949,77.7916
13.62998,77.79164
13.63062,77.79166
13.63137,77.7916
13.63183,77.79153
13.63238,77.79138
13.63319,77.79112
13.63323,77.79111
13.63371,77.7909
13.63404,77.79073
13.63409,77.7907
13.63442,77.7905
13.63473,77.79031
13.63479,77.79027
13.63507,77.79005
13.63524,77.78992
13.63628,77.78904
13.63725,77.78822
13.63765,77.78787
13.63787,77.78771
13.63811,77.78754
13.63827,77.78743
13.63854,77.78729
